,title,artists,album,release_date,duration,spotifyID,popularity,isExplicit,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,lyrics
397,"Fastlove, Pt. 1",George Michael,Uma Segunda Chance para Amar (Trilha Sonora Original),2019-11-08,329392,0LzADey4SYCF577ZlrKyFn,10,False,0.0363,0.754,0.631,0.000576,5,0.29100000000000004,-7.79,1,0.0582,103.665,4,0.563,
398,Everything She Wants - Edit,George Michael,Uma Segunda Chance para Amar (Trilha Sonora Original),2019-11-08,329402,0Jg5LvFt4AbUt4tEYMKUQK,10,False,0.26,0.8740000000000001,0.703,0.00629,6,0.0878,-8.275,0,0.0312,115.933,4,0.946,
399,Wake Me up Before You Go-Go,George Michael,Uma Segunda Chance para Amar (Trilha Sonora Original),2019-11-08,232542,3EsVmS6zUJKM4b1ThOV1KL,11,False,0.17800000000000002,0.454,0.68,2.25e-06,0,0.0404,-7.957999999999998,1,0.0587,81.42399999999998,4,0.8420000000000001,":
Holla at somebody real
Holla at somebody real
Before they holla at you
And you see them in the club popping collars at you
Holla at somebody real
Holla at somebody real
Before they holla at you
And the next thing you know they throwing dollars at you
 :
Baby, I'm in denial or I feel entitled
To the truth like when Chloe yelled ""Bible""
Too many times I let these side hoes
Leave me burning like Michael by the pyro
Or the chick in Diddy's hot tub
And that'll get you locked up
Duh
Because the chick on my arm is a ticking time bomb
So the dick in my charm, it don't fit in my palm
Plus that last trip to the Palms
Made her sold them tickets to her moms
???????
Cause they don't know a ""sira"" or an ""ire"" in the Koran
So she wonder what's allowed in her RAM
While I'm singing George Michael in Wham
Wake me up before you go-go before you go-go
And trick off of Ray Bans
And her next tan, with some clear water and some fresh sand
The next man would've reneged on the deal
But luckily for her she got somebody's that's real
:
Holla at somebody real
Holla at somebody real
Before they holla at you
And you see them in the club popping collars at you
Holla at somebody real
Holla at somebody real
Before they holla at you
And the next thing you know they throwing dollars at you
 :
She used to seeing her dude as much as Hollow Man
And he just jet on his son with no hologram
I got a great record with girls that be modeling
And you ain't even touching that nigga, that's that Serato fam
She seen me on the TV more than need be
Trying to see the World, I'm already Mr. Feeny
Next door to your girl, bell ringing
Shit, I would never see them double D's in 3D
So how could you, put an X next to X like Malcolm do?
Told her, ""Let me love you like Mario. Fuck Bowser boo.""
She said, ""Your name is 15 so can I count on you?""
""Pppst. More than once baby. Whenever you want lady.""
You can feel me or just IPod Touch play me
That nigga fucking crazy, so you should fuck me crazy
She said, ""Great idea.""
She'd been looking for the real and it stays right here
I'm like
:
Holla at somebody real
Holla at somebody real
Before they holla at you
And you see them in the club popping collars at you
Holla at somebody real
Holla at somebody real
Before they holla at you
And the next thing you know they throwing dollars at you"
400,Move On,George Michael,Uma Segunda Chance para Amar (Trilha Sonora Original),2019-11-08,287666,2te4ZEaikZ0ROlMWU4iqmM,8,False,0.108,0.76,0.469,8.61e-06,9,0.8390000000000001,-13.119000000000002,0,0.147,128.321,4,0.495,"I've been in and out of favour with Lady Luck
I gotta tell ya
I've seen things I've never wanted to see
I've got to get back on my feet
I feel like I've been sleeping
Sweet, sweet time
Has been a real good friend of mine
Waiting for that change of season
Oh the winter's been so long
Searching for that rhyme or reason
You've just got to
Move on
Hold it together, move on
Life's so short, move on
Only time can set you free
You put your fears behind you
Better get yourself where you wanna be
I think of all the days and night that I spent crying
And I move on
I've been in and out of favour with love
Because I gotta tell ya
I've been things I never wanted to be
And then some angel called me up
Told me I was sleeping
Don't waste time
Coz even angels say goodbye
Waiting for that change of season
Oh the winter's been so long
Searching for that rhyme or reason
You've just got to
Move on
Hold it together, move on
Life's so short, move on
Only time can set you free
You put your tears behind you
Better get yourself where you wanna be
I think of all the days and night that I spent crying
Endlessly
And oh, there goes another season
Getting hard to find a decent song to play
But oh, I guess I got my reasons
Everybody thinks I'm doing AOK
They ought to know by now
Move on
Hold it together, move on
Life's so short, move on
Only time can set you free
You put your tears behind you
Better get yourself where you wanna be
I think of all the days and night that I spent crying
Until my angel set me free
I'm gonna be lucky in love someday"
401,Freedom! '90 - Remastered,George Michael,Uma Segunda Chance para Amar (Trilha Sonora Original),2019-11-08,390031,2Kw6sETa4K7fwfGyUeYdbS,14,False,0.174,0.675,0.871,2.62e-05,5,0.0983,-8.596,1,0.0436,91.811,4,0.904,
402,Praying for Time - Live,George Michael,Uma Segunda Chance para Amar (Trilha Sonora Original),2019-11-08,315139,3PAjg1HopmmRjCity1J6GP,14,False,0.8959999999999999,0.415,0.249,0.0,10,0.116,-12.207,1,0.0313,115.418,4,0.193,"Do you think we have time?
Do you think we have time?
These are the days of the open hand
They will not be the last
Look around now
These are the days of the beggars and the choosers
This is the year of the hungry man
Whose place is in the past
Hand in hand with ignorance
And legitimate excuses
The rich declare themselves poor
And most of us are not sure
If we have too much
But we'll taking our chance to say
I sang twenty years and a day
But nothing changed
The human race found some other guy
And walked into the flame
It's hard to love, there's so much to hate
Hanging on to hope
When there is no hope to speak of
And the wounded skies above say it's much too late
Then maybe we should all be praying for time
Doo oh oh
Do you think we have time?
Do you
Do you think we have time?
These are the days of the empty hand
Oh, you hold on to what you can
And charity, charity is a coat you wear twice a year
This is the year of the guilty man
Your television takes a stand
And you find that what was over there is over here
So you scream from behind your door
Say what's mine is mine and not yours
I may have too much but I'll take my chances
I sang twenty years and a day
'Cause nothing changed
The human race found some other guy
And walked into the flames
It's hard to love, Jesus, there's so much to hate
Hanging on to hope, there is no hope to speak of
And the wounded skies above say it's much too late
Then maybe we should all be praying for time
Doo doo doo
Do you think we have time?
Do you
Do you think we have time?
Lord, give us time"
403,Last Christmas,George Michael,George Michael & Wham! Last Christmas: The Original Motion Picture Soundtrack,2019-11-08,264960,38p8YDx5gepOiK4SnEfoB4,56,False,0.193,0.735,0.583,5.56e-06,2,0.183,-8.648,1,0.0277,107.74,4,0.942,"Oh, oh-oh, ooh-oh
Ah-ah
Last Christmas, I gave you my heart
But the very next day, you gave it away
This year, to save me from tears
I'll give it to someone special
Last Christmas, I gave you my heart
But the very next day, you gave it away (You gave it away)
This year, to save me from tears
I'll give it to someone special (Special)
Once bitten and twice shy
I keep my distance, but you still catch my eye
Tell me baby, do you recognize me?
Well, it's been a year, it doesn't surprise me
Happy Christmas
I wrapped it up and sent it
With a note saying ""I love you"", I meant it
Now I know what a fool I've been
But if you kissed me now, I know you'd fool me again
Last Christmas, I gave you my heart
But the very next day, you gave it away (You gave it away)
This year, to save me from tears
I'll give it to someone special (Special)
Last Christmas, I gave you my heart
But the very next day, you gave it away
This year, to save me from tears
I'll give it to someone special (Special)
Oh oh
Oh oh baby
A crowded room, friends with tired eyes
I'm hiding from you and your soul of ice
My god, I thought you were someone to rely on
Me? I guess I was a shoulder to cry on
A face on a lover with a fire in his heart
A man under cover, but you tore me apart
Ooh ooh, now I've found a real love
You'll never fool me again
Last Christmas, I gave you my heart
But the very next day, you gave it away (You gave it away)
This year, to save me from tears
I'll give it to someone special (Special)
Last Christmas, I gave you my heart
But the very next day, you gave it away (You gave meaway)
This year, to save me from tears
I'll give it to someone special (Special)
A face on a lover with a fire in his heart (I gave you mine)
A man under cover, but you tore him apart
Maybe next year, I'll give it to someone
I'll give it to someone special
Special
So long"
404,Too Funky - Single Edit,George Michael,George Michael & Wham! Last Christmas: The Original Motion Picture Soundtrack,2019-11-08,226314,5GuljC8puCULIscnepBvG6,35,False,0.0221,0.6609999999999999,0.893,0.31,10,0.764,-8.302999999999999,1,0.0746,98.265,4,0.758,
405,Fantasy,George Michael,George Michael & Wham! Last Christmas: The Original Motion Picture Soundtrack,2019-11-08,301912,70vLiJXwCRcV5jmJGPL9oT,32,False,0.00606,0.8320000000000001,0.83,0.158,1,0.0169,-8.884,0,0.0436,117.063,4,0.8759999999999999,"One day you say you love me
The next you tell me you don't
One day you say you will
And the next you tell me you won't
Hey little baby
There ain't much point in hangin' around, yeah
One day you make me feel that your love is in my hands
One day you say you'll stay
The next you're changin' your plans
Hey little baby ain't much point in hangin' around (ain't much point in hangin' around, yeah)
'Cause if you ain't got time for me I'll find another fantasy
It's kind of funny that you think I'm the boy to make you cry
I can make you happy
If only for a while
Little baby, oh little baby I can give you all the lovin' that your heart desires
If you ain't got time for me I'll find another fantasy
I said, could be the price of love
Could be the price of hate
What am I guilty of
Why do you make me wait
So long I don't know your intentions
Look to the sky's above
I'm in the hands of fate
Push 'til it gets to shove
I've got to know for heavens sake
Is this love or invention?
Baby can't you see I'll find another fantasy
You hang around with people who are sure to make you cry
I can make you happy if only for a while
Little baby oh, oh little baby
I can give you all the lovin' that your heart desires
If you ain't got time for me I'll find another fantasy
You take someone's heart
And you kick it around
Keep on picking it up
So you can watch it come down
I don't know what I am suppose to do
While I wait for you to make up your mind
Could you please be so kind
When you know what to do, I'll be in the next room
But if you leave here too late, I may be in the next state
Hmm..."
406,Praying for Time - Remastered,George Michael,George Michael & Wham! Last Christmas: The Original Motion Picture Soundtrack,2019-11-08,281042,17duTdVPmC6AVuxvkiy84d,36,False,0.0346,0.579,0.769,0.00144,10,0.1,-9.119,1,0.033,127.965,4,0.228,
407,Faith - Remastered,George Michael,George Michael & Wham! Last Christmas: The Original Motion Picture Soundtrack,2019-11-08,196648,4ecQkmpRJmRwoWXtkfy6YD,35,False,0.0106,0.904,0.54,4.33e-05,11,0.0587,-9.566,1,0.14,95.849,4,0.5660000000000001,
408,Waiting for That Day - Remastered,George Michael,George Michael & Wham! Last Christmas: The Original Motion Picture Soundtrack,2019-11-08,291839,6xchCVyV6oykprJNMx0oPG,33,False,0.0906,0.614,0.784,0.0004730000000000001,0,0.0545,-9.484,1,0.0435,172.66400000000004,4,0.424,
409,Heal the Pain - Remastered,George Michael,George Michael & Wham! Last Christmas: The Original Motion Picture Soundtrack,2019-11-08,285569,3Py67mh6mHdZHVrRqpnllr,43,False,0.605,0.7559999999999999,0.468,0.00129,2,0.141,-10.179,1,0.0285,104.927,4,0.629,
410,One More Try - Remastered,George Michael,George Michael & Wham! Last Christmas: The Original Motion Picture Soundtrack,2019-11-08,350301,7L3aAA6y39KWZ0Xt7Go9H9,36,False,0.431,0.5529999999999999,0.335,1.26e-05,5,0.11,-10.547,1,0.0276,119.022,3,0.0792,
411,"Fastlove, Pt. 1",George Michael,George Michael & Wham! Last Christmas: The Original Motion Picture Soundtrack,2019-11-08,329392,46QggkV9DPDZJROIv7zHf0,33,False,0.0363,0.754,0.631,0.000576,5,0.29100000000000004,-7.79,1,0.0582,103.665,4,0.563,
412,Everything She Wants - Edit,George Michael,George Michael & Wham! Last Christmas: The Original Motion Picture Soundtrack,2019-11-08,329402,059WeHp3VTRehy0rf8n2L2,36,False,0.26,0.8740000000000001,0.703,0.00629,6,0.0878,-8.275,0,0.0312,115.933,4,0.946,
413,Wake Me up Before You Go-Go,George Michael,George Michael & Wham! Last Christmas: The Original Motion Picture Soundtrack,2019-11-08,232542,0OBCpAflcJzq5C6Y2wXe3D,35,False,0.17800000000000002,0.454,0.68,2.25e-06,0,0.0404,-7.957999999999998,1,0.0587,81.42399999999998,4,0.8420000000000001,":
Holla at somebody real
Holla at somebody real
Before they holla at you
And you see them in the club popping collars at you
Holla at somebody real
Holla at somebody real
Before they holla at you
And the next thing you know they throwing dollars at you
 :
Baby, I'm in denial or I feel entitled
To the truth like when Chloe yelled ""Bible""
Too many times I let these side hoes
Leave me burning like Michael by the pyro
Or the chick in Diddy's hot tub
And that'll get you locked up
Duh
Because the chick on my arm is a ticking time bomb
So the dick in my charm, it don't fit in my palm
Plus that last trip to the Palms
Made her sold them tickets to her moms
???????
Cause they don't know a ""sira"" or an ""ire"" in the Koran
So she wonder what's allowed in her RAM
While I'm singing George Michael in Wham
Wake me up before you go-go before you go-go
And trick off of Ray Bans
And her next tan, with some clear water and some fresh sand
The next man would've reneged on the deal
But luckily for her she got somebody's that's real
:
Holla at somebody real
Holla at somebody real
Before they holla at you
And you see them in the club popping collars at you
Holla at somebody real
Holla at somebody real
Before they holla at you
And the next thing you know they throwing dollars at you
 :
She used to seeing her dude as much as Hollow Man
And he just jet on his son with no hologram
I got a great record with girls that be modeling
And you ain't even touching that nigga, that's that Serato fam
She seen me on the TV more than need be
Trying to see the World, I'm already Mr. Feeny
Next door to your girl, bell ringing
Shit, I would never see them double D's in 3D
So how could you, put an X next to X like Malcolm do?
Told her, ""Let me love you like Mario. Fuck Bowser boo.""
She said, ""Your name is 15 so can I count on you?""
""Pppst. More than once baby. Whenever you want lady.""
You can feel me or just IPod Touch play me
That nigga fucking crazy, so you should fuck me crazy
She said, ""Great idea.""
She'd been looking for the real and it stays right here
I'm like
:
Holla at somebody real
Holla at somebody real
Before they holla at you
And you see them in the club popping collars at you
Holla at somebody real
Holla at somebody real
Before they holla at you
And the next thing you know they throwing dollars at you"
414,Move On,George Michael,George Michael & Wham! Last Christmas: The Original Motion Picture Soundtrack,2019-11-08,287666,0NmTMbOGwp7arDmHpD6xqB,30,False,0.108,0.76,0.469,8.61e-06,9,0.8390000000000001,-13.119000000000002,0,0.147,128.321,4,0.495,"I've been in and out of favour with Lady Luck
I gotta tell ya
I've seen things I've never wanted to see
I've got to get back on my feet
I feel like I've been sleeping
Sweet, sweet time
Has been a real good friend of mine
Waiting for that change of season
Oh the winter's been so long
Searching for that rhyme or reason
You've just got to
Move on
Hold it together, move on
Life's so short, move on
Only time can set you free
You put your fears behind you
Better get yourself where you wanna be
I think of all the days and night that I spent crying
And I move on
I've been in and out of favour with love
Because I gotta tell ya
I've been things I never wanted to be
And then some angel called me up
Told me I was sleeping
Don't waste time
Coz even angels say goodbye
Waiting for that change of season
Oh the winter's been so long
Searching for that rhyme or reason
You've just got to
Move on
Hold it together, move on
Life's so short, move on
Only time can set you free
You put your tears behind you
Better get yourself where you wanna be
I think of all the days and night that I spent crying
Endlessly
And oh, there goes another season
Getting hard to find a decent song to play
But oh, I guess I got my reasons
Everybody thinks I'm doing AOK
They ought to know by now
Move on
Hold it together, move on
Life's so short, move on
Only time can set you free
You put your tears behind you
Better get yourself where you wanna be
I think of all the days and night that I spent crying
Until my angel set me free
I'm gonna be lucky in love someday"
415,Freedom! '90 - Remastered,George Michael,George Michael & Wham! Last Christmas: The Original Motion Picture Soundtrack,2019-11-08,390031,56DhfFHSPkwPNkwSKRV22D,34,False,0.174,0.675,0.871,2.62e-05,5,0.0983,-8.596,1,0.0436,91.811,4,0.904,
416,Praying for Time - Live,George Michael,George Michael & Wham! Last Christmas: The Original Motion Picture Soundtrack,2019-11-08,315139,01tGtBgho5LytfcabDFYUA,32,False,0.8959999999999999,0.415,0.249,0.0,10,0.116,-12.207,1,0.0313,115.418,4,0.193,"Do you think we have time?
Do you think we have time?
These are the days of the open hand
They will not be the last
Look around now
These are the days of the beggars and the choosers
This is the year of the hungry man
Whose place is in the past
Hand in hand with ignorance
And legitimate excuses
The rich declare themselves poor
And most of us are not sure
If we have too much
But we'll taking our chance to say
I sang twenty years and a day
But nothing changed
The human race found some other guy
And walked into the flame
It's hard to love, there's so much to hate
Hanging on to hope
When there is no hope to speak of
And the wounded skies above say it's much too late
Then maybe we should all be praying for time
Doo oh oh
Do you think we have time?
Do you
Do you think we have time?
These are the days of the empty hand
Oh, you hold on to what you can
And charity, charity is a coat you wear twice a year
This is the year of the guilty man
Your television takes a stand
And you find that what was over there is over here
So you scream from behind your door
Say what's mine is mine and not yours
I may have too much but I'll take my chances
I sang twenty years and a day
'Cause nothing changed
The human race found some other guy
And walked into the flames
It's hard to love, Jesus, there's so much to hate
Hanging on to hope, there is no hope to speak of
And the wounded skies above say it's much too late
Then maybe we should all be praying for time
Doo doo doo
Do you think we have time?
Do you
Do you think we have time?
Lord, give us time"
417,Praying for Time - Remastered,George Michael,Listen Without Prejudice / MTV Unplugged (Deluxe),2017-10-20,280980,7CgRXXie9XIxVSkpKi40ID,54,False,0.0471,0.581,0.622,0.0162,10,0.0915,-14.878,1,0.0354,127.814,4,0.257,
418,Freedom! '90 - Remastered,George Michael,Listen Without Prejudice / MTV Unplugged (Deluxe),2017-10-20,390861,3tyTt5pEWblt96j1HsXiV5,69,False,0.225,0.677,0.852,3.950000000000001e-05,5,0.0595,-10.856,1,0.045,91.691,4,0.93,
419,They Won't Go When I Go - Remastered,George Michael,Listen Without Prejudice / MTV Unplugged (Deluxe),2017-10-20,306551,1IiN25dDcmKq6ZHq2JxaQv,48,False,0.918,0.389,0.203,1.35e-06,5,0.103,-17.68,0,0.0345,122.32,3,0.159,
420,Something to Save - Remastered,George Michael,Listen Without Prejudice / MTV Unplugged (Deluxe),2017-10-20,198234,6pgwx5ErcvcYwnkYuck1L1,45,False,0.495,0.445,0.3,0.0,7,0.126,-14.064,1,0.0308,61.82100000000001,5,0.387,
421,Cowboys and Angels - Remastered,George Michael,Listen Without Prejudice / MTV Unplugged (Deluxe),2017-10-20,434733,5zBji6TIyTQHhwyhnKcGRG,51,False,0.0807,0.35700000000000004,0.407,9.8e-05,10,0.14400000000000002,-17.569000000000006,0,0.0326,127.929,3,0.298,
422,Waiting for That Day - Remastered,George Michael,Listen Without Prejudice / MTV Unplugged (Deluxe),2017-10-20,289996,1y8pNONQUfiCDXWME7IQBa,51,False,0.217,0.612,0.777,0.000454,0,0.104,-10.903,1,0.0403,172.412,4,0.557,
423,Mothers Pride - Remastered,George Michael,Listen Without Prejudice / MTV Unplugged (Deluxe),2017-10-20,239174,2q1lPD9JAnCo5TDDrbC9Tm,46,False,0.97,0.362,0.159,4e-05,11,0.119,-17.144000000000002,1,0.0292,158.536,4,0.115,
424,Heal the Pain - Remastered,George Michael,Listen Without Prejudice / MTV Unplugged (Deluxe),2017-10-20,279989,2EBWsH43kZsQd6MSPygouy,50,False,0.633,0.758,0.417,0.00253,2,0.154,-12.188,1,0.0298,104.771,4,0.7290000000000001,
425,Soul Free - Remastered,George Michael,Listen Without Prejudice / MTV Unplugged (Deluxe),2017-10-20,330993,7JB0vN4kCc3lk9FskxwrDr,39,False,0.197,0.6709999999999999,0.7040000000000001,0.0539,2,0.104,-12.021,0,0.0998,88.50399999999998,4,0.787,
426,Waiting (Reprise) - Remastered,George Michael,Listen Without Prejudice / MTV Unplugged (Deluxe),2017-10-20,147482,0HTsWXCXgXNWUP0hUTnfnp,45,False,0.6609999999999999,0.568,0.158,0.0,7,0.0949,-14.224,1,0.0341,139.511,4,0.254,
427,Freedom! '90 - Live,George Michael,Listen Without Prejudice / MTV Unplugged (Deluxe),2017-10-20,362216,0tLa4mib11WGc1YbSa1AFq,48,False,0.0311,0.684,0.8340000000000001,0.0,1,0.889,-10.652,0,0.0498,94.039,4,0.6759999999999999,
428,Fastlove - Live,George Michael,Listen Without Prejudice / MTV Unplugged (Deluxe),2017-10-20,312211,2cM4093hKmkWTF0Rc5OdJa,48,False,0.17800000000000002,0.757,0.536,0.0,9,0.981,-12.478,0,0.0329,106.003,4,0.8440000000000001,
429,I Can't Make You Love Me - Live,George Michael,Listen Without Prejudice / MTV Unplugged (Deluxe),2017-10-20,355764,4Qz9Qc7wxwmTIcyf4DrHkR,48,False,0.6890000000000001,0.5489999999999999,0.201,3.92e-06,7,0.181,-18.072,1,0.0476,115.706,4,0.161,"Turn down the lights
Turn down the bed
Turn down these voices
Inside my head
Lay down with me
Tell me no lies
Just hold me close
Don't patronize
Don't patronize me

'Cause I can't make you love me
If you don't
You can't make your heart feel
Something that it won't
Here in the dark
In these final hours
I will lay down my heart
And I'll feel the power
But you won't
No you won't
'And I can't make you love me
If you don't

I'll close my eyes
Then I won't see
The love you do not feel
When you're holding me
Morning will come
And I'll do what's right
Just give me 'til then
To give up this fight
And I will give up this fight

'And I can't make you love me
If you don't
You can't make your heart feel
Something that it won't
And here in the dark
In these final hours
I will lay down my heart
And I'll feel the power
But you won't
No you won't
'And I can't make you love me
If you don't

Ain't no use in you trying
It's no good for me, baby
Without love
All my tears, all these years
Everything
I believed in
Baby
Oh yeah
Someone's gonna love me"
430,Father Figure - Live,George Michael,Listen Without Prejudice / MTV Unplugged (Deluxe),2017-10-20,379269,0BEtL2dM2M0r407t1pSQyV,46,False,0.0764,0.603,0.436,0.0,10,0.77,-14.095999999999998,0,0.0294,98.011,4,0.214,"That's all I wanted
Something special, something sacred
In your eyes
For just one moment
To be bold and naked
At your side
Sometimes I think that you'll never
Understand me
Maybe this time is forever
Say it can be, whoa
That's all you wanted
Something special, someone sacred
In your life
Just for one moment
To be warm and naked
At my side
Sometimes I think that you'll never
Understand me
But something tells me together
We'd be happy, oh oh
I will be your father figure
(Oh baby)
Put your tiny hand in mine
(I'd love to)
I will be your preacher teacher
(Be your daddy)
Anything you have in mind
(It would make me)
I will be your father figure
(Very happy)
I have had enough of crime
(Please let me)
I will be the one who loves you
'Til the end of time
That's all I wanted
But sometimes love can be mistaken
For a crime
That's all I wanted
Just to see my baby's
Blue eyes shine
This time I think that my lover
Understands me
If we have faith in each other
Then we can be
Strong, baby
I will be your father figure
Put your tiny hand in mine
I will be your preacher teacher
Anything you have in mind
I will be your father figure
I have had enough of crime
I will be the one who loves you
'Til the end of time
If you are the desert
I'll be the sea
If you ever hunger
Hunger for me
Whatever you ask for
That's what I'll be
So when you remember the ones who have lied
Who said that they cared
But then laughed as you cried
Beautiful darling
Don't think of me
Because all I ever wanted
It's in your eyes, baby
And love can't lie, no
(Greet me with the eyes of a child)
My love is always tellin' me so
(Heaven is a kiss and a smile)
Just hold on, hold on
I won't let you go, my baby
I will be your father figure
Put your tiny hand in mine
I will be your preacher teacher
Anything you have in mind, baby
I will be your father figure
I have had enough of crime
(So I am gonna love you)
'Til the end of time
I will be your father
I will be your preacher
I will be your daddy, whoa
I will be the one who loves you 'til the end of time"
431,You Have Been Loved - Live,George Michael,Listen Without Prejudice / MTV Unplugged (Deluxe),2017-10-20,355008,73hqDD2Q73TPNHOQ08m93H,38,False,0.507,0.5539999999999999,0.292,0.0116,4,0.8440000000000001,-18.481,0,0.0428,137.023,4,0.158,
432,Everything She Wants - Live,George Michael,Listen Without Prejudice / MTV Unplugged (Deluxe),2017-10-20,313595,2kaDIOcZx2WARb52smVMt4,47,False,0.0867,0.7659999999999999,0.662,2.82e-06,6,0.962,-11.788,0,0.0397,116.053,4,0.8079999999999999,"Yeah
Somebody told me
""Boy, everything she wants, is everything she sees""
I guess I must have loved you
Because I said you were the perfect girl for me, baby
But now we're six months older
And everything you want, and everything you see
Is out of reach, not good enough
I don't know what the hell you want from me, oh
(Chorus)
Everything she wants
Everything she needs
(It's just a matter of time)
Everything she wants
Everything she needs
(It's just a matter of time...)
Somebody tell me, Oh
(Won't you tell me)
Why I work so hard for you?
(To give you money, all to give you money)
It's everything that she needs...
It's everything that she wants...
Some people work for a living
Some people work for fun
Girl, I just work for you
They told me marriage was a give and take
Well show me you can take, you've got some giving to do
And now you tell me that you're having my baby
I'll tell you that I'm happy if you want me to
But one step further, and my back will break
If my best isn't good enough
How can it be good enough for two?
(Chorus)
Whoa now baby
It's everything you want
Everything that you need
How could you settle for a boy like me
When all I could see was the end of the week
All the things we sign
And the things we buy
Ain't gonna keep us together
Girl, it's just a matter of time
My situation, never changes
Walking in , and out of that door
Yeah. Like a stranger, but with wages
I give you all, you say you want more
And all I could see was the end of the week
All the things that we sign
And the things that we buy
Ain't gonna keep us together
Girl, it's just a matter of time
(Chorus)
Somebody...
Somebody...
Tell me why, tell me why
(It's just a matter of time...)"
433,The Strangest Thing - Live,George Michael,Listen Without Prejudice / MTV Unplugged (Deluxe),2017-10-20,360002,03foiz8DrPBf6X4FKYHnNW,36,False,0.0272,0.6729999999999999,0.535,0.000382,5,0.93,-12.66,0,0.023,100.008,4,0.789,
434,Older - Live,George Michael,Listen Without Prejudice / MTV Unplugged (Deluxe),2017-10-20,347565,432ZQ4Y80ldZKJQYhEG8xF,44,False,0.0637,0.514,0.392,0.000126,2,0.941,-13.451,0,0.0312,148.061,4,0.112,"(Gradient):
First impression when you met me might have thought I was a weird one
You were right, here's proof, straight into your eardrums
I don't spit raps, my saliva's pure acid
It only ever burns my throat and leaves my breath raspin'
Ask me one more time if I can bust some fuckin' rhymes
I'll throw you off a bridge and watch the bubbles rise
I ain't down to rhyme with no stupid MCs
I just load up my tech 9 and start shootin' them freaks
Trained in the brain you can't mess with my psyche
I'm runnin' the block, like a Lego wearin' Nikes
Even if you don't like me, admit I spit so rightly
I stand six feet tall, none of y'all can fight me
Seriously though, I do this shit so easily
For many other MCs, this ain't feasibly
Possible, obstacle after obstacle
Set up in front of me I eat 'em up like a pasta bowl
Complete with matzo balls, I'm unstoppable
You can't say shit about how ""Asians ain't rhymers""
Forgot about our haikus like y'all had alzheimers
What I'm doing now, it's just a hobby on the side
But I still eat y'all like sushi with wasabi on the side
Wash it down with some sake
You're never gonna block me
You could be at Kinko's and still couldn't copy
My flow so dope that I got you all listening
Even though I wrote this stupid verse when I was 15
Immature kid, I had a bigger head
But older white women said I'm very articulate
Up in Eugene, in between, watchin' Scooby Doo
I had a feeling I was kinda unusual
Never any Asians in my neighborhood
And if there were, I bet none of them would stay for good
It was all white people and a few from Mexico
Like my best friend Brian. He's next to go!
And he's got big testicles! Briaaan!
(Brian Steveson):
Let me take you to a world that's devoid of mediocrity
My words are so wise that you would think I'm reading Socrates
Aristotle, full throttle, Charlie's Angels sequel
But hear my rhymes out; they are anything but fecal
So great, overweight, gotta keep it bright and shiny
Colgate, don't hate or else you can kiss my hiney
Yeah I said ""hiney,"" you can laugh, Brick Tamland
Now look into my mind, open it up like a SPAM can
Fresh outta Mickey D's, put down the Big Mac
Now I've got the time to lay down all these sick raps
Man I'm not rich, but it doesn't mean I'm sad about it
Cause through my life I've had happiness in vast amounts and
Just because you graduated with the highest honors
Doesn't justify that I am any less of a scholar
You think you're smarter than me, think you'll go farther than me
Just because in high school science class was harder for me?
Well you're wrong so cut it out, I don't need to hear your cheap attack
I'll ignore all your rumours; I'll save that for Fleetwood Mac
I go my own way, cause my dreams don't stop
And I'll live life dubstep when I let the bass drop
Where the real madness starts and I resume with more intensity
Working hard at things, it just makes a lot more sense to me
Until that day comes, I will work my most fun job
Sitting on my butt all day and watching tons of Spongebob
I still love the things that I did in my youth
And I'm way more awkward than George Michael Bluth
So many great things that I wish I could acknowledge
And half of them happened in my freshman year of college
In more sticky situations than if you were in a taffy truck
A looney U of O student, that makes me a daffy duck
It's time for me to go now, I've got other crap to do
But it's been a real pleasure that you let me rap 2 u
Hook:
You, we're rapping to you my friend and only you
To you! So don't ever say we never did nothing for you
(Lakutis):
Sexy Lexi, ask what the address be
Press be makin' a face, Dizzy Gillespie
Applause, pause, hand me my ESPY
Grammy, I'm Leslie Nielsen, you know I'm chillin'
Float like a butterfly come my sugar baby
On my shoulders, 7 million, sugar babies
Float away on my good looks and charm
(Gradient):
But good looks and charm only get you so far
When you never work hard
But you think you'll be a star
And you say that you're a rapper but you never spit a bar
You say you got drive but you're never in the car
Everyone is just a pebble in the jar, man
Come on, search for me, Carmen
San Diego like Ron Burgundy
Panda birth
Y'all stay classy, planet Earth"
435,Star People - Live,George Michael,Listen Without Prejudice / MTV Unplugged (Deluxe),2017-10-20,375636,1OgHmtpQItAfUeYEySAnk1,44,False,0.157,0.852,0.73,0.0,11,0.799,-9.918,1,0.041,105.017,4,0.946,
